customer_unique_id,clv_tier,predicted_clv_12m,monetary_value,frequency,will_repeat,repeat_purchase_probability,delivery_delay_days,delay_band,review_score
0000366f3b9a7992bf8c76cfdf3221e2,Platinum,13.104613766801217,0.0,0.0,0,0.4714194224736014,-5.0,Arrived early,5.0
0000b849f77a49e4a4ce2b2a4ca5be3f,Gold,12.96260437614959,0.0,0.0,0,0.4593865796670806,-5.0,Arrived early,4.0
0000f46a3911fa3c0805444483337064,Bronze,5.313159366438774,0.0,0.0,0,0.4833571643371526,-2.0,Arrived early,3.0
0000f6ccb0745a6a4b88665a16c9f078,Silver,7.548573643296278,0.0,0.0,0,0.5116773849287093,-12.0,Arrived early,4.0
0004aac84e0df4da2b147fca70cf8255,Silver,8.074529618411214,0.0,0.0,0,0.493487095260566,-8.0,Arrived early,5.0
0004bd2a26a76fe21f786e4fbd80607f,Gold,11.632256509893628,0.0,0.0,0,0.4779867414763399,-12.0,Arrived early,4.0
00050ab1314c0e55a6ca13cf7181fecf,Gold,12.217150327056826,0.0,0.0,0,0.4843435716630094,-12.0,Arrived early,4.0
00053a61a98854899e70ed204dd4bafe,Gold,10.446090271467948,0.0,0.0,0,0.4820124035062494,-10.0,Arrived early,1.0
0005e1862207bf6ccc02e4228effd9a0,Bronze,5.270146102487314,0.0,0.0,0,0.5330732588106225,-28.0,Arrived 14+ days early,4.0
0005ef4cd20d2893f0d9fbd94d3c0d97,Gold,10.811773292307992,0.0,0.0,0,0.4191204820985345,31.0,Arrived 14+ days late,1.0
0006fdc98a402fceb4eb0ee528f6a8d4,Bronze,6.4603184368866975,0.0,0.0,0,0.4981302559290411,-12.0,Arrived early,3.0
00082cbe03e478190aadbea78542e933,Silver,8.16095056613092,0.0,0.0,0,0.4856946526907189,-8.0,Arrived early,5.0
00090324bbad0e9342388303bb71ba0a,Gold,11.205933652685282,0.0,0.0,0,0.4966287638362534,-8.0,Arrived early,5.0
000949456b182f53c18b68d6babc79c1,Gold,12.341873677526548,0.0,0.0,0,0.4956330668977988,-15.0,Arrived 14+ days early,4.0
000a5ad9c4601d2bbdd9ed765d5213b3,Bronze,6.730181558701478,0.0,0.0,0,0.5050173731717588,-15.0,Arrived 14+ days early,4.0
000bfa1d2f1a41876493be685390d6d3,Silver,7.360341850291603,0.0,0.0,0,0.5053899496321462,-13.0,Arrived early,4.5
000c8bdb58a29e7115cfc257230fb21b,Silver,8.584692056203341,0.0,0.0,0,0.497829315038908,-9.0,Arrived early,5.0
000d460961d6dbfa3ec6c9f5805769e1,Silver,9.122881209182266,0.0,0.0,0,0.4905550970124288,-13.0,Arrived early,5.0
000de6019bb59f34c099a907c151d855,Bronze,6.801312950757925,0.0,0.0,0,0.4843631759302734,-16.0,Arrived 14+ days early,2.0
000e309254ab1fc5ba99dd469d36bdb4,Platinum,15.814937217310264,0.0,0.0,0,0.504046006581529,-15.0,Arrived 14+ days early,3.0
000ec5bff359e1c0ad76a81a45cb598f,Platinum,21.793239352383157,0.0,0.0,0,0.4812964728678712,-9.0,Arrived early,5.0
000ed48ceeb6f4bf8ad021a10a3c7b43,Platinum,13.603678270366418,0.0,0.0,0,0.4731618465026817,-8.0,Arrived early,5.0
000fbf0473c10fc1ab6f8d2d286ce20c,Platinum,18.51036799351396,0.0,0.0,0,0.5903641161890307,-14.0,Arrived 14+ days early,5.0
0010a452c6d13139e50b57f19f52e04e,Bronze,6.385743352043428,0.0,0.0,0,0.5047045229614048,-19.0,Arrived 14+ days early,1.0
0010fb34b966d44409382af9e8fd5b77,Gold,10.595209111512874,0.0,0.0,0,0.4717720670574367,2.0,Arrived late,4.0
001147e649a7b1afd577e873841632dd,Bronze,6.973467656059052,0.0,0.0,0,0.4976408067692925,-14.0,Arrived 14+ days early,4.0
00115fc7123b5310cf6d3a3aa932699e,Bronze,4.98781130977817,0.0,0.0,0,0.5589403994048109,-33.0,Arrived 14+ days early,4.0
0011805441c0d1b68b48002f1d005526,Bronze,5.660102401375179,0.0,0.0,0,0.5057412186957962,-13.0,Arrived early,3.0
0011857aff0e5871ce5eb429f21cdaf5,Bronze,6.251831413814758,0.0,0.0,0,0.5218427850916991,-20.0,Arrived 14+ days early,5.0
0011c98589159d6149979563c504cb21,Bronze,6.660564400390631,0.0,0.0,0,0.5517151571056994,-28.0,Arrived 14+ days early,5.0
0012929d977a8d7280bb277c1e5f589d,Silver,7.623654223314007,0.0,0.0,0,0.4769500136398666,-15.0,Arrived 14+ days early,1.0
0014a5a58da615f7b01a4f5e194bf5ea,Silver,9.37256066744496,0.0,0.0,0,0.4810743843443907,-7.0,Arrived early,5.0
0015752e079902b12cd00b9b7596276b,Platinum,19.27566751228732,0.0,0.0,0,0.4629806643757123,-4.0,Arrived early,5.0
00172711b30d52eea8b313a7f2cced02,Platinum,18.721716608264988,0.0,0.0,0,0.5033255026130308,-15.0,Arrived 14+ days early,4.0
00191a9719ef48ebb5860b130347bf33,Bronze,5.619285626516365,0.0,0.0,0,0.5182224689719194,-19.0,Arrived 14+ days early,3.0
001926cef41060fae572e2e7b30bd2a4,Bronze,6.801312950757925,0.0,0.0,0,0.6032315817427271,-21.0,Arrived 14+ days early,4.0
001928b561575b2821c92254a2327d06,Platinum,22.26593083100132,0.0,0.0,0,0.5576169752694735,-11.0,Arrived early,2.0
00196c4c9a3af7dd2ad10eade69c926f,Platinum,18.721716608264988,0.0,0.0,0,0.4961671996476883,-8.0,Arrived early,5.0
00196fdb2bf9edfc35e88ebfbcf8d781,Gold,10.272932968095358,0.0,0.0,0,0.4792100423231725,1.0,Arrived late,3.0
0019da6aa6bcb27cc32f1249bd12da05,Gold,9.97079343690596,0.0,0.0,0,0.459800515038291,-10.0,Arrived early,1.0
0019e8c501c85848ac0966d45226fa1d,Gold,12.68842328581798,0.0,0.0,0,0.5379623269399322,-20.0,Arrived 14+ days early,5.0
001a2bf0e46c684031af91fb2bce149d,Bronze,6.2619275523004925,0.0,0.0,0,0.4998063471926253,-18.0,Arrived 14+ days early,4.0
001a34eb30ecb8e3aacb07c475ca4dd1,Platinum,17.084840052197094,0.0,0.0,0,0.4656430921516007,-6.0,Arrived early,5.0
001a3a8e11d76c9a366c31a4aa2cc529,Platinum,13.655897021443543,0.0,0.0,0,0.4969739075732135,-7.0,Arrived early,5.0
001ae5a1788703d64536c30362503e49,Silver,8.507725477443492,0.0,0.0,0,0.4985270928972965,0.0,Arrived early,5.0
001deb796b28a3a128d6113857569aa4,Platinum,15.600093839265488,0.0,0.0,0,0.5698496346166451,-36.0,Arrived 14+ days early,4.0
001f3c4211216384d5fe59b041ce1461,Bronze,5.37903753265777,0.0,0.0,0,0.4842690210240771,-11.0,Arrived early,3.0
002043098f10ba39a4600b6c52fbfe3c,Bronze,5.431438744245882,0.0,0.0,0,0.5301412585092743,-16.0,Arrived 14+ days early,4.0
002311514717ca8b65b09a26cdf7b91a,Platinum,15.961918493702356,0.0,0.0,0,0.5028261418265357,-18.0,Arrived 14+ days early,5.0
0023557a94bef0038066b5d1b3dc763e,Gold,11.344267036958092,0.0,0.0,0,0.4918076526381795,-7.0,Arrived early,3.0
002471155ecd08d208d1376720e2a907,Platinum,19.993728954495523,0.0,0.0,0,0.4916988456068837,-11.0,Arrived early,5.0
00256bf7b05c08f6a5849df3d0a64f1f,Platinum,14.260975452101816,0.0,0.0,0,0.5631570730214304,-37.0,Arrived 14+ days early,3.0
0025795df7a7d077c4c90162fa820085,Platinum,18.304488460979435,0.0,0.0,0,0.4821880496814116,-18.0,Arrived 14+ days early,1.0
0027324a96d26a2bc7d69262f83c8403,Gold,11.240176705107077,0.0,0.0,0,0.4781474855161565,-9.0,Arrived early,5.0
0028a7d8db7b0247652509358ad8d755,Silver,8.604161694873959,0.0,0.0,0,0.4931213654648964,-6.0,Arrived early,3.0
0028cfeb9dfcd3628a56d5b6400deef5,Silver,9.122881209182266,0.0,0.0,0,0.5056627286628973,-15.0,Arrived 14+ days early,5.0
00293787e2aec37a9c253b63fdfe2049,Silver,7.778560549300226,0.0,0.0,0,0.4779804953456744,-8.0,Arrived early,3.0
002aba8c1af80acacef6e011f9f23262,Gold,10.416800697854342,0.0,0.0,0,0.4342903455086951,29.0,Arrived 14+ days late,1.0
002ae492472e45ad6ebeb7a625409392,Silver,7.489602822180728,0.0,0.0,0,0.4967567288083994,-14.0,Arrived 14+ days early,3.0
002b4cd83fabaffaa475f78ea5ef3e08,Bronze,5.05874029631587,0.0,0.0,0,0.527356838558185,-28.0,Arrived 14+ days early,2.0
002bdeb33da5b1b3ce8b9c822f749c82,Silver,8.45093962427545,0.0,0.0,0,0.5399306481972873,-26.0,Arrived 14+ days early,5.0
002cdf87d4c03f08f7eb4551a923affc,Silver,7.842368567187805,0.0,0.0,0,0.430808813204948,14.0,Arrived late,1.0
002d3bd901608f67c3fc11eaaa842b13,Silver,9.303050640774948,0.0,0.0,0,0.4718912312306929,-8.0,Arrived early,4.0
002d71b244beb91ca7030b15ab526446,Bronze,5.900359502357677,0.0,0.0,0,0.4963638828163554,-12.0,Arrived early,5.0
002da6dde369f6a8b4c999ed61eb5a87,Gold,11.897507555527104,0.0,0.0,0,0.4901299510348825,-14.0,Arrived 14+ days early,5.0
002eb8b96288f3804e21d2777ac29895,Bronze,6.503741529328208,0.0,0.0,0,0.5039462616006283,-12.0,Arrived early,5.0
002ed12115742033f015cb3c269ccf68,Gold,9.661910095133331,0.0,0.0,0,0.492119202091004,-14.0,Arrived 14+ days early,5.0
002ef00822613c94613e60e03b169fef,Gold,10.051312167728993,0.0,0.0,0,0.5090463777614503,-18.0,Arrived 14+ days early,4.0
002feefec5af0a3b26ee7839c66d205e,Silver,7.810329273536815,0.0,0.0,0,0.4478841206069474,10.0,Arrived late,1.0
003035f5ec76f2220098377482de93c9,Bronze,6.935825261462858,0.0,0.0,0,0.4898031713312781,-11.0,Arrived early,5.0
003162bf0351f47a1a247992b8b9b42d,Platinum,17.34949936794551,0.0,0.0,0,0.4936777548839086,-10.0,Arrived early,5.0
00324c9f4d710e7bac5c5ba679714430,Bronze,6.182082129272721,0.0,0.0,0,0.5629250386650906,-17.0,Arrived 14+ days early,5.0
0032c76b20340da25249092a268ce66c,Bronze,4.390356245980975,0.0,0.0,0,0.5690578765971634,-27.0,Arrived 14+ days early,4.0
0032ca69771a7758ce643258bb9e4ac7,Platinum,17.53124028620976,0.0,0.0,0,0.4835803311975765,-9.0,Arrived early,5.0
0033f4a2887e07e25aa1204d482f41ba,Platinum,15.88804407633203,0.0,0.0,0,0.517828623371689,-18.0,Arrived 14+ days early,5.0
00344274804f3b8003de1b0562ae01df,Platinum,16.91346749260618,0.0,0.0,0,0.4920914450668068,-11.0,Arrived early,3.0
0034c76b7e6a17d738375b99afc2f01e,Gold,12.96260437614959,0.0,0.0,0,0.4995593807364231,-13.0,Arrived early,5.0
0035029989e6fc5cf030918a5f9f2037,Platinum,13.201195019840174,0.0,0.0,0,0.494597611115569,-12.0,Arrived early,5.0
003650b504826ea534e02eba0ab58dd5,Silver,9.34926946911849,0.0,0.0,0,0.4823989526434722,-13.0,Arrived early,4.0
0036a074f98b80c4f1fc33dbbcf9c552,Bronze,5.812195979080635,0.0,0.0,0,0.5112720682972682,-14.0,Arrived 14+ days early,5.0
0036b4a3d09ad551a5188c2e374da402,Bronze,6.706810058598144,0.0,0.0,0,0.4900531353124579,-13.0,Arrived early,4.0
0036d365b138cc0ee06bed755bcb5044,Gold,9.686876569072124,0.0,0.0,0,0.52978535892083,-17.0,Arrived 14+ days early,5.0
00370dfde3d012c420d29657afc2fc8b,Gold,9.63707910991194,0.0,0.0,0,0.5485857744695017,-26.0,Arrived 14+ days early,4.0
00377a18050b898b93e2c774be9947db,Silver,8.267234159135624,0.0,0.0,0,0.4631345546394972,14.0,Arrived late,2.0
0037aa56b017c105c3a9d47af71fff98,Gold,9.563387641478732,0.0,0.0,0,0.5109008082074815,-7.0,Arrived early,3.0
0037d2bbb9ebc39d9114aea27ee16d72,Bronze,5.439009718588076,0.0,0.0,0,0.6140043547460404,-51.0,Arrived 14+ days early,5.0
0037eb1ff742ee2e71ba887f65f3c6f3,Bronze,6.406869588673756,0.0,0.0,0,0.5340190493281456,-21.0,Arrived 14+ days early,5.0
003800162424b7b5b3d75c9cf22a66e7,Gold,11.486320761583508,0.0,0.0,0,0.5174921106978352,-21.0,Arrived 14+ days early,5.0
00391594070baf8603f5fdc1d0c6a48c,Platinum,19.62696437790578,0.0,0.0,0,0.4543760335586574,-3.0,Arrived early,3.0
003a5571a07dcf09bf117d13d2980ba3,Platinum,18.40675935841043,0.0,0.0,0,0.5121152515215157,-14.0,Arrived 14+ days early,5.0
003a7a8eb096ed3cbf713d2def1ca701,Platinum,20.778482377462822,0.0,0.0,0,0.4964547314284321,-12.0,Arrived early,5.0
003ac9408252444b489b1bfc013f5f8c,Gold,10.93982668409444,0.0,0.0,0,0.5226324957123545,-21.0,Arrived 14+ days early,5.0
003ae409f37c3c30cb1c974af3a42692,Platinum,20.91649924308025,0.0,0.0,0,0.4614633858115298,-3.0,Arrived early,3.0
003c2067070f5b3d923235b1ea1cc17b,Platinum,19.747445195036857,0.0,0.0,0,0.5042663854282093,-18.0,Arrived 14+ days early,3.0
003c457932a554e4df13834237b1ed00,Silver,9.078978051181693,0.0,0.0,0,0.4949693572362462,-15.0,Arrived 14+ days early,5.0
003d56767e53e08671de00da3fba8d40,Silver,8.37644435909777,0.0,0.0,0,0.4953383769752387,-4.0,Arrived early,5.0
